"#Some of the genomic variants, genes, nucleic acid sequences, or genomic regions on this list, and their use in specific applications, may be protected by patents.  Customers are advised to determine whether they are required to obtain licenses from the party that owns or controls such patents in order to use the product in Customer's specific application.  Unless expressly stated otherwise in writing by Illumina, Customer, and not Illumina, is solely responsible for obtaining such licenses."""					
#Project ID: 119538					
#Project Name: TS_Cancer_V2_Beta					
#Manifest Type: Regions					
#Target Region Count: 1895					
[Header]					
Manifest Version	2				
TSC2.chr16.2127579.2127747	chr16	2127579	2127747	0	0
TSC2.chr16.2129013.2129217	chr16	2129013	2129217	0	0
TSC2.chr16.2129257.2129449	chr16	2129257	2129449	0	0
TSC2.chr16.2129538.2129690	chr16	2129538	2129690	0	0
TSC2.chr16.2130146.2130398	chr16	2130146	2130398	0	0
TSC2.chr16.2131576.2131819	chr16	2131576	2131819	0	0
TSC2.chr16.2132417.2132525	chr16	2132417	2132525	0	0
TSC2.chr16.2133676.2133837	chr16	2133676	2133837	0	0
TSC2.chr16.2134209.2134736	chr16	2134209	2134736	0	0
TSC2.chr16.2134932.2135047	chr16	2134932	2135047	0	0
TSC2.chr16.2135211.2135343	chr16	2135211	2135343	0	0
TSC2.chr16.2136174.2136400	chr16	2136174	2136400	0	0
TSC2.chr16.2136713.2136892	chr16	2136713	2136892	0	0
TSC2.chr16.2137844.2137962	chr16	2137844	2137962	0	0
TSC2.chr16.2138029.2138160	chr16	2138029	2138160	0	0
TSC2.chr16.2138208.2138346	chr16	2138208	2138346	0	0
TSC2.chr16.2138427.2138631	chr16	2138427	2138631	0	0
SLX4.chr16.3632323.3632714	chr16	3632323	3632714	0	0
SLX4.chr16.3633078.3633531	chr16	3633078	3633531	0	0
SLX4.chr16.3634750.3634892	chr16	3634750	3634892	0	0
SLX4.chr16.3638983.3641331	chr16	3638983	3641331	0	0
SLX4.chr16.3642680.3642886	chr16	3642680	3642886	0	0
SLX4.chr16.3644434.3644620	chr16	3644434	3644620	0	0
SLX4.chr16.3645586.3645714	chr16	3645586	3645714	0	0
SLX4.chr16.3646134.3646414	chr16	3646134	3646414	0	0
SLX4.chr16.3647360.3647716	chr16	3647360	3647716	0	0
SLX4.chr16.3647778.3648020	chr16	3647778	3648020	0	0
SLX4.chr16.3650960.3651212	chr16	3650960	3651212	0	0
SLX4.chr16.3652099.3652328	chr16	3652099	3652328	0	0
SLX4.chr16.3656455.3656719	chr16	3656455	3656719	0	0
SLX4.chr16.3658411.3658985	chr16	3658411	3658985	0	0
ERCC4.chr16.14014003.14014249	chr16	14014003	14014249	0	0
ERCC4.chr16.14015868.14016088	chr16	14015868	14016088	0	0
ERCC4.chr16.14020398.14020633	chr16	14020398	14020633	0	0
ERCC4.chr16.14021865.14022112	chr16	14021865	14022112	0	0
ERCC4.chr16.14024547.14024767	chr16	14024547	14024767	0	0
ERCC4.chr16.14025994.14026162	chr16	14025994	14026162	0	0
ERCC4.chr16.14028029.14028179	chr16	14028029	14028179	0	0
ERCC4.chr16.14028983.14029620	chr16	14028983	14029620	0	0
ERCC4.chr16.14031603.14031735	chr16	14031603	14031735	0	0
ERCC4.chr16.14038560.14038712	chr16	14038560	14038712	0	0
ERCC4.chr16.14041451.14042221	chr16	14041451	14042221	0	0
PALB2.chr16.23614760.23615010	chr16	23614760	23615010	0	0
PALB2.chr16.23619165.23619353	chr16	23619165	23619353	0	0
PALB2.chr16.23625305.23625432	chr16	23625305	23625432	0	0
PALB2.chr16.23632663.23632819	chr16	23632663	23632819	0	0
PALB2.chr16.23634270.23634471	chr16	23634270	23634471	0	0
PALB2.chr16.23635310.23635435	chr16	23635310	23635435	0	0
PALB2.chr16.23637537.23637738	chr16	23637537	23637738	0	0
PALB2.chr16.23640505.23640616	chr16	23640505	23640616	0	0
PALB2.chr16.23640941.23641810	chr16	23640941	23641810	0	0
PALB2.chr16.23646163.23647675	chr16	23646163	23647675	0	0
PALB2.chr16.23649151.23649293	chr16	23649151	23649293	0	0
PALB2.chr16.23649371.23649470	chr16	23649371	23649470	0	0
PALB2.chr16.23652411.23652498	chr16	23652411	23652498	0	0
ACD.chr16.67691489.67691607	chr16	67691489	67691607	0	0
ACD.chr16.67691645.67691776	chr16	67691645	67691776	0	0
ACD.chr16.67691869.67692285	chr16	67691869	67692285	0	0
ACD.chr16.67692438.67692564	chr16	67692438	67692564	0	0
ACD.chr16.67692603.67692739	chr16	67692603	67692739	0	0
ACD.chr16.67692811.67693002	chr16	67692811	67693002	0	0
ACD.chr16.67693112.67693186	chr16	67693112	67693186	0	0
ACD.chr16.67693258.67693342	chr16	67693258	67693342	0	0
ACD.chr16.67693420.67693536	chr16	67693420	67693536	0	0
ACD.chr16.67693585.67693718	chr16	67693585	67693718	0	0
ACD.chr16.67693786.67693968	chr16	67693786	67693968	0	0
ACD.chr16.67694005.67694401	chr16	67694005	67694401	0	0
CDH1.chr16.68771299.68771386	chr16	68771299	68771386	0	0
CDH1.chr16.68772180.68772334	chr16	68772180	68772334	0	0
CDH1.chr16.68835553.68835816	chr16	68835553	68835816	0	0
CDH1.chr16.68842307.68842490	chr16	68842307	68842490	0	0
CDH1.chr16.68842576.68842771	chr16	68842576	68842771	0	0
CDH1.chr16.68844080.68844264	chr16	68844080	68844264	0	0
CDH1.chr16.68845567.68845782	chr16	68845567	68845782	0	0
CDH1.chr16.68846018.68846186	chr16	68846018	68846186	0	0
CDH1.chr16.68847196.68847418	chr16	68847196	68847418	0	0
CDH1.chr16.68849398.68849682	chr16	68849398	68849682	0	0
CDH1.chr16.68853163.68853348	chr16	68853163	68853348	0	0
CDH1.chr16.68855884.68856148	chr16	68855884	68856148	0	0
CDH1.chr16.68857282.68857549	chr16	68857282	68857549	0	0
CDH1.chr16.68862057.68862227	chr16	68862057	68862227	0	0
CDH1.chr16.68863537.68863720	chr16	68863537	68863720	0	0
CDH1.chr16.68867173.68867419	chr16	68867173	68867419	0	0
TERF2IP.chr16.75681761.75682470	chr16	75681761	75682470	0	0
TERF2IP.chr16.75688151.75688315	chr16	75688151	75688315	0	0
TERF2IP.chr16.75690085.75690529	chr16	75690085	75690529	0	0
FANCA.chr16.89804992.89805136	chr16	89804992	89805136	0	0
FANCA.chr16.89805270.89805402	chr16	89805270	89805402	0	0
FANCA.chr16.89805521.89805717	chr16	89805521	89805717	0	0
FANCA.chr16.89805866.89805981	chr16	89805866	89805981	0	0
FANCA.chr16.89806382.89806527	chr16	89806382	89806527	0	0
FANCA.chr16.89807192.89807294	chr16	89807192	89807294	0	0
FANCA.chr16.89809188.89809366	chr16	89809188	89809366	0	0
FANCA.chr16.89811347.89811499	chr16	89811347	89811499	0	0
FANCA.chr16.89812972.89813116	chr16	89812972	89813116	0	0
FANCA.chr16.89813219.89813318	chr16	89813219	89813318	0	0
FANCA.chr16.89815047.89815195	chr16	89815047	89815195	0	0
FANCA.chr16.89816118.89816330	chr16	89816118	89816330	0	0
FANCA.chr16.89818526.89818650	chr16	89818526	89818650	0	0
FANCA.chr16.89824965.89825133	chr16	89824965	89825133	0	0
FANCA.chr16.89828337.89828450	chr16	89828337	89828450	0	0
FANCA.chr16.89831278.89831494	chr16	89831278	89831494	0	0
FANCA.chr16.89833529.89833665	chr16	89833529	89833665	0	0
FANCA.chr16.89836225.89836452	chr16	89836225	89836452	0	0
FANCA.chr16.89836554.89836687	chr16	89836554	89836687	0	0
FANCA.chr16.89836952.89837062	chr16	89836952	89837062	0	0
FANCA.chr16.89838066.89838242	chr16	89838066	89838242	0	0
FANCA.chr16.89839659.89839812	chr16	89839659	89839812	0	0
FANCA.chr16.89842130.89842243	chr16	89842130	89842243	0	0
FANCA.chr16.89845189.89845278	chr16	89845189	89845278	0	0
FANCA.chr16.89845331.89845431	chr16	89845331	89845431	0	0
FANCA.chr16.89846257.89846385	chr16	89846257	89846385	0	0
FANCA.chr16.89849247.89849346	chr16	89849247	89849346	0	0
FANCA.chr16.89849395.89849530	chr16	89849395	89849530	0	0
FANCA.chr16.89851242.89851392	chr16	89851242	89851392	0	0
FANCA.chr16.89857791.89857964	chr16	89857791	89857964	0	0
FANCA.chr16.89858315.89858496	chr16	89858315	89858496	0	0
FANCA.chr16.89858859.89858975	chr16	89858859	89858975	0	0
FANCA.chr16.89862294.89862446	chr16	89862294	89862446	0	0
FANCA.chr16.89865554.89865660	chr16	89865554	89865660	0	0
FANCA.chr16.89865993.89866066	chr16	89865993	89866066	0	0
FANCA.chr16.89869647.89869769	chr16	89869647	89869769	0	0
FANCA.chr16.89871668.89871820	chr16	89871668	89871820	0	0
FANCA.chr16.89874682.89874795	chr16	89874682	89874795	0	0
FANCA.chr16.89877095.89877230	chr16	89877095	89877230	0	0
FANCA.chr16.89877317.89877499	chr16	89877317	89877499	0	0
FANCA.chr16.89880908.89881041	chr16	89880908	89881041	0	0
FANCA.chr16.89882265.89882414	chr16	89882265	89882414	0	0
FANCA.chr16.89882925.89883043	chr16	89882925	89883043	0	0
TP53.chr17.7572907.7573028	chr17	7572907	7573028	0	0
TP53.chr17.7573907.7574053	chr17	7573907	7574053	0	0
TP53.chr17.7576520.7576604	chr17	7576520	7576604	0	0
TP53.chr17.7576608.7576677	chr17	7576608	7576677	0	0
TP53.chr17.7576833.7576946	chr17	7576833	7576946	0	0
TP53.chr17.7576999.7577175	chr17	7576999	7577175	0	0
TP53.chr17.7577479.7577628	chr17	7577479	7577628	0	0
TP53.chr17.7578157.7578309	chr17	7578157	7578309	0	0
TP53.chr17.7578351.7578574	chr17	7578351	7578574	0	0
TP53.chr17.7579292.7579610	chr17	7579292	7579610	0	0
TP53.chr17.7579680.7579741	chr17	7579680	7579741	0	0
TP53.chr17.7579819.7579932	chr17	7579819	7579932	0	0
FLCN.chr17.17116952.17117190	chr17	17116952	17117190	0	0
FLCN.chr17.17118279.17118424	chr17	17118279	17118424	0	0
FLCN.chr17.17118479.17118650	chr17	17118479	17118650	0	0
FLCN.chr17.17119674.17119837	chr17	17119674	17119837	0	0
FLCN.chr17.17120363.17120516	chr17	17120363	17120516	0	0
FLCN.chr17.17122313.17122543	chr17	17122313	17122543	0	0
FLCN.chr17.17124676.17124962	chr17	17124676	17124962	0	0
FLCN.chr17.17125795.17125995	chr17	17125795	17125995	0	0
FLCN.chr17.17127216.17127477	chr17	17127216	17127477	0	0
FLCN.chr17.17129470.17129656	chr17	17129470	17129656	0	0
FLCN.chr17.17131183.17131471	chr17	17131183	17131471	0	0
NF1.chr17.29422308.29422407	chr17	29422308	29422407	0	0
NF1.chr17.29482981.29483164	chr17	29482981	29483164	0	0
NF1.chr17.29486008.29486131	chr17	29486008	29486131	0	0
NF1.chr17.29490184.29490414	chr17	29490184	29490414	0	0
NF1.chr17.29496889.29497035	chr17	29496889	29497035	0	0
NF1.chr17.29508420.29508527	chr17	29508420	29508527	0	0
NF1.chr17.29508708.29508823	chr17	29508708	29508823	0	0
NF1.chr17.29509506.29509703	chr17	29509506	29509703	0	0
NF1.chr17.29527420.29527633	chr17	29527420	29527633	0	0
NF1.chr17.29528035.29528197	chr17	29528035	29528197	0	0
NF1.chr17.29528409.29528523	chr17	29528409	29528523	0	0
NF1.chr17.29533238.29533409	chr17	29533238	29533409	0	0
NF1.chr17.29541449.29541623	chr17	29541449	29541623	0	0
NF1.chr17.29546003.29546156	chr17	29546003	29546156	0	0
NF1.chr17.29548848.29549025	chr17	29548848	29549025	0	0
NF1.chr17.29550442.29550605	chr17	29550442	29550605	0	0
NF1.chr17.29552093.29552288	chr17	29552093	29552288	0	0
NF1.chr17.29553433.29553722	chr17	29553433	29553722	0	0
NF1.chr17.29554216.29554329	chr17	29554216	29554329	0	0
NF1.chr17.29554521.29554644	chr17	29554521	29554644	0	0
NF1.chr17.29556023.29556503	chr17	29556023	29556503	0	0
NF1.chr17.29556833.29557012	chr17	29556833	29557012	0	0
NF1.chr17.29557258.29557420	chr17	29557258	29557420	0	0
NF1.chr17.29557840.29557963	chr17	29557840	29557963	0	0
NF1.chr17.29559071.29559227	chr17	29559071	29559227	0	0
NF1.chr17.29559698.29559919	chr17	29559698	29559919	0	0
NF1.chr17.29560000.29560251	chr17	29560000	29560251	0	0
NF1.chr17.29562609.29562810	chr17	29562609	29562810	0	0
NF1.chr17.29562916.29563059	chr17	29562916	29563059	0	0
NF1.chr17.29575982.29576157	chr17	29575982	29576157	0	0
NF1.chr17.29579936.29580038	chr17	29579936	29580038	0	0
NF1.chr17.29585342.29585540	chr17	29585342	29585540	0	0
NF1.chr17.29586030.29586167	chr17	29586030	29586167	0	0
NF1.chr17.29587367.29587553	chr17	29587367	29587553	0	0
NF1.chr17.29588709.29588895	chr17	29588709	29588895	0	0
NF1.chr17.29592227.29592377	chr17	29592227	29592377	0	0
NF1.chr17.29652818.29653290	chr17	29652818	29653290	0	0
NF1.chr17.29654497.29654877	chr17	29654497	29654877	0	0
NF1.chr17.29657294.29657536	chr17	29657294	29657536	0	0
NF1.chr17.29661836.29662069	chr17	29661836	29662069	0	0
NF1.chr17.29663331.29663511	chr17	29663331	29663511	0	0
NF1.chr17.29663633.29663952	chr17	29663633	29663952	0	0
NF1.chr17.29664366.29664620	chr17	29664366	29664620	0	0
NF1.chr17.29664817.29664918	chr17	29664817	29664918	0	0
NF1.chr17.29665023.29665177	chr17	29665023	29665177	0	0
NF1.chr17.29665702.29665843	chr17	29665702	29665843	0	0
NF1.chr17.29667503.29667683	chr17	29667503	29667683	0	0
NF1.chr17.29670007.29670173	chr17	29670007	29670173	0	0
NF1.chr17.29676118.29676289	chr17	29676118	29676289	0	0
NF1.chr17.29677181.29677356	chr17	29677181	29677356	0	0
NF1.chr17.29679255.29679452	chr17	29679255	29679452	0	0
NF1.chr17.29683458.29683620	chr17	29683458	29683620	0	0
NF1.chr17.29683958.29684128	chr17	29683958	29684128	0	0
NF1.chr17.29684267.29684407	chr17	29684267	29684407	0	0
NF1.chr17.29685478.29685660	chr17	29685478	29685660	0	0
NF1.chr17.29685967.29686053	chr17	29685967	29686053	0	0
NF1.chr17.29687485.29687741	chr17	29687485	29687741	0	0
NF1.chr17.29701011.29701193	chr17	29701011	29701193	0	0
RAD51D.chr17.33427952.33428075	chr17	33427952	33428075	0	0
RAD51D.chr17.33428200.33428404	chr17	33428200	33428404	0	0
RAD51D.chr17.33430253.33430363	chr17	33430253	33430363	0	0
RAD51D.chr17.33430453.33430583	chr17	33430453	33430583	0	0
RAD51D.chr17.33433385.33433520	chr17	33433385	33433520	0	0
RAD51D.chr17.33433987.33434161	chr17	33433987	33434161	0	0
RAD51D.chr17.33434365.33434486	chr17	33434365	33434486	0	0
RAD51D.chr17.33443858.33444076	chr17	33443858	33444076	0	0
RAD51D.chr17.33445500.33445658	chr17	33445500	33445658	0	0
RAD51D.chr17.33446110.33446211	chr17	33446110	33446211	0	0
RAD51D.chr17.33446531.33446652	chr17	33446531	33446652	0	0
SMARCE1.chr17.38785017.38785265	chr17	38785017	38785265	0	0
SMARCE1.chr17.38786946.38787196	chr17	38786946	38787196	0	0
SMARCE1.chr17.38787824.38787965	chr17	38787824	38787965	0	0
SMARCE1.chr17.38788427.38788639	chr17	38788427	38788639	0	0
SMARCE1.chr17.38792163.38792374	chr17	38792163	38792374	0	0
SMARCE1.chr17.38792627.38792798	chr17	38792627	38792798	0	0
SMARCE1.chr17.38793724.38793844	chr17	38793724	38793844	0	0
SMARCE1.chr17.38798687.38798831	chr17	38798687	38798831	0	0
SMARCE1.chr17.38801808.38801891	chr17	38801808	38801891	0	0
SMARCE1.chr17.38802028.38802074	chr17	38802028	38802074	0	0
BRCA1.chr17.41196292.41197839	chr17	41196292	41197839	0	0
BRCA1.chr17.41199640.41199740	chr17	41199640	41199740	0	0
BRCA1.chr17.41201118.41201231	chr17	41201118	41201231	0	0
BRCA1.chr17.41203060.41203154	chr17	41203060	41203154	0	0
BRCA1.chr17.41209049.41209172	chr17	41209049	41209172	0	0
BRCA1.chr17.41215330.41215410	chr17	41215330	41215410	0	0
BRCA1.chr17.41215871.41215988	chr17	41215871	41215988	0	0
BRCA1.chr17.41219605.41219732	chr17	41219605	41219732	0	0
BRCA1.chr17.41222925.41223275	chr17	41222925	41223275	0	0
BRCA1.chr17.41226328.41226558	chr17	41226328	41226558	0	0
BRCA1.chr17.41228485.41228651	chr17	41228485	41228651	0	0
BRCA1.chr17.41231331.41231436	chr17	41231331	41231436	0	0
BRCA1.chr17.41234401.41234612	chr17	41234401	41234612	0	0
BRCA1.chr17.41242941.41243069	chr17	41242941	41243069	0	0
BRCA1.chr17.41243432.41246897	chr17	41243432	41246897	0	0
BRCA1.chr17.41247843.41247959	chr17	41247843	41247959	0	0
BRCA1.chr17.41249241.41249326	chr17	41249241	41249326	0	0
BRCA1.chr17.41251772.41251917	chr17	41251772	41251917	0	0
BRCA1.chr17.41256119.41256298	chr17	41256119	41256298	0	0
BRCA1.chr17.41256865.41256993	chr17	41256865	41256993	0	0
BRCA1.chr17.41258453.41258570	chr17	41258453	41258570	0	0
BRCA1.chr17.41267723.41267816	chr17	41267723	41267816	0	0
BRCA1.chr17.41276014.41276152	chr17	41276014	41276152	0	0
BRCA1_5UTR.chr17.41277177.41277520	chr17	41277177	41277520	0	0
HOXB13.chr17.46804132.46804425	chr17	46804132	46804425	0	0
HOXB13.chr17.46805335.46805975	chr17	46805335	46805975	0	0
RAD51C.chr17.56769985.56770169	chr17	56769985	56770169	0	0
RAD51C.chr17.56772272.56772571	chr17	56772272	56772571	0	0
RAD51C.chr17.56774034.56774240	chr17	56774034	56774240	0	0
RAD51C.chr17.56780537.56780710	chr17	56780537	56780710	0	0
RAD51C.chr17.56787200.56787371	chr17	56787200	56787371	0	0
RAD51C.chr17.56798087.56798193	chr17	56798087	56798193	0	0
RAD51C.chr17.56801381.56801481	chr17	56801381	56801481	0	0
RAD51C.chr17.56809825.56809925	chr17	56809825	56809925	0	0
RAD51C.chr17.56811459.56811603	chr17	56811459	56811603	0	0
BRIP1.chr17.59760640.59761521	chr17	59760640	59761521	0	0
BRIP1.chr17.59763177.59763546	chr17	59763177	59763546	0	0
BRIP1.chr17.59770771.59770893	chr17	59770771	59770893	0	0
BRIP1.chr17.59793292.59793444	chr17	59793292	59793444	0	0
BRIP1.chr17.59820354.59820515	chr17	59820354	59820515	0	0
BRIP1.chr17.59821773.59821972	chr17	59821773	59821972	0	0
BRIP1.chr17.59853742.59853943	chr17	59853742	59853943	0	0
BRIP1.chr17.59857602.59857782	chr17	59857602	59857782	0	0
BRIP1.chr17.59858181.59858386	chr17	59858181	59858386	0	0
BRIP1.chr17.59861611.59861805	chr17	59861611	59861805	0	0
BRIP1.chr17.59870938.59871110	chr17	59870938	59871110	0	0
BRIP1.chr17.59876441.59876680	chr17	59876441	59876680	0	0
BRIP1.chr17.59878594.59878855	chr17	59878594	59878855	0	0
BRIP1.chr17.59885808.59886138	chr17	59885808	59886138	0	0
BRIP1.chr17.59924442.59924601	chr17	59924442	59924601	0	0
BRIP1.chr17.59926470.59926637	chr17	59926470	59926637	0	0
BRIP1.chr17.59934399.59934612	chr17	59934399	59934612	0	0
BRIP1.chr17.59937137.59937288	chr17	59937137	59937288	0	0
BRIP1.chr17.59938788.59938920	chr17	59938788	59938920	0	0
PRKAR1A.chr17.66511521.66511737	chr17	66511521	66511737	0	0
PRKAR1A.chr17.66518877.66519087	chr17	66518877	66519087	0	0
PRKAR1A.chr17.66519846.66519977	chr17	66519846	66519977	0	0
PRKAR1A.chr17.66520137.66520238	chr17	66520137	66520238	0	0
PRKAR1A.chr17.66521033.66521119	chr17	66521033	66521119	0	0
PRKAR1A.chr17.66521875.66522073	chr17	66521875	66522073	0	0
PRKAR1A.chr17.66523961.66524061	chr17	66523961	66524061	0	0
PRKAR1A.chr17.66524991.66525152	chr17	66524991	66525152	0	0
PRKAR1A.chr17.66526041.66526162	chr17	66526041	66526162	0	0
PRKAR1A.chr17.66526398.66526607	chr17	66526398	66526607	0	0
PRKAR1A.chr17.66547205.66547285	chr17	66547205	66547285	0	0
RHBDF2.chr17.74467695.74468154	chr17	74467695	74468154	0	0
RHBDF2.chr17.74468748.74468941	chr17	74468748	74468941	0	0
RHBDF2.chr17.74469067.74469207	chr17	74469067	74469207	0	0
RHBDF2.chr17.74469314.74469429	chr17	74469314	74469429	0	0
RHBDF2.chr17.74469710.74469844	chr17	74469710	74469844	0	0
RHBDF2.chr17.74469901.74470004	chr17	74469901	74470004	0	0
RHBDF2.chr17.74470095.74470244	chr17	74470095	74470244	0	0
RHBDF2.chr17.74470435.74470636	chr17	74470435	74470636	0	0
RHBDF2.chr17.74470792.74470906	chr17	74470792	74470906	0	0
RHBDF2.chr17.74471092.74471243	chr17	74471092	74471243	0	0
RHBDF2.chr17.74472892.74473126	chr17	74472892	74473126	0	0
RHBDF2.chr17.74473242.74473400	chr17	74473242	74473400	0	0
RHBDF2.chr17.74473719.74473887	chr17	74473719	74473887	0	0
RHBDF2.chr17.74474868.74475111	chr17	74474868	74475111	0	0
RHBDF2.chr17.74475144.74475379	chr17	74475144	74475379	0	0
RHBDF2.chr17.74475795.74476043	chr17	74475795	74476043	0	0
RHBDF2.chr17.74477437.74477626	chr17	74477437	74477626	0	0
SMAD4.chr18.48573397.48573685	chr18	48573397	48573685	0	0
SMAD4.chr18.48575036.48575250	chr18	48575036	48575250	0	0
SMAD4.chr18.48575645.48575714	chr18	48575645	48575714	0	0
SMAD4.chr18.48581131.48581383	chr18	48581131	48581383	0	0
SMAD4.chr18.48584475.48584634	chr18	48584475	48584634	0	0
SMAD4.chr18.48584690.48584846	chr18	48584690	48584846	0	0
SMAD4.chr18.48586216.48586306	chr18	48586216	48586306	0	0
SMAD4.chr18.48591773.48591996	chr18	48591773	48591996	0	0
SMAD4.chr18.48593369.48593577	chr18	48593369	48593577	0	0
SMAD4.chr18.48602988.48603166	chr18	48602988	48603166	0	0
SMAD4.chr18.48604606.48604857	chr18	48604606	48604857	0	0
STK11.chr19.1206893.1207222	chr19	1206893	1207222	0	0
STK11.chr19.1218396.1218519	chr19	1218396	1218519	0	0
STK11.chr19.1219303.1219432	chr19	1219303	1219432	0	0
STK11.chr19.1220352.1220524	chr19	1220352	1220524	0	0
STK11.chr19.1220560.1220736	chr19	1220560	1220736	0	0
STK11.chr19.1221192.1221359	chr19	1221192	1221359	0	0
STK11.chr19.1221928.1222025	chr19	1221928	1222025	0	0
STK11.chr19.1222964.1223191	chr19	1222964	1223191	0	0
STK11.chr19.1226433.1226666	chr19	1226433	1226666	0	0
SMARCA4.chr19.11094808.11095069	chr19	11094808	11095069	0	0
SMARCA4.chr19.11095929.11096101	chr19	11095929	11096101	0	0
SMARCA4.chr19.11096845.11097289	chr19	11096845	11097289	0	0
SMARCA4.chr19.11097561.11097699	chr19	11097561	11097699	0	0
SMARCA4.chr19.11098322.11098620	chr19	11098322	11098620	0	0
SMARCA4.chr19.11099973.11100139	chr19	11099973	11100139	0	0
SMARCA4.chr19.11101806.11102019	chr19	11101806	11102019	0	0
SMARCA4.chr19.11105484.11105697	chr19	11105484	11105697	0	0
SMARCA4.chr19.11106869.11107076	chr19	11106869	11107076	0	0
SMARCA4.chr19.11107150.11107240	chr19	11107150	11107240	0	0
SMARCA4.chr19.11113685.11113855	chr19	11113685	11113855	0	0
SMARCA4.chr19.11113996.11114093	chr19	11113996	11114093	0	0
SMARCA4.chr19.11118558.11118719	chr19	11118558	11118719	0	0
SMARCA4.chr19.11121037.11121227	chr19	11121037	11121227	0	0
SMARCA4.chr19.11123605.11123808	chr19	11123605	11123808	0	0
SMARCA4.chr19.11129613.11129719	chr19	11129613	11129719	0	0
SMARCA4.chr19.11130247.11130397	chr19	11130247	11130397	0	0
SMARCA4.chr19.11132381.11132663	chr19	11132381	11132663	0	0
SMARCA4.chr19.11134174.11134327	chr19	11134174	11134327	0	0
SMARCA4.chr19.11134987.11135134	chr19	11134987	11135134	0	0
SMARCA4.chr19.11136078.11136204	chr19	11136078	11136204	0	0
SMARCA4.chr19.11136956.11137042	chr19	11136956	11137042	0	0
SMARCA4.chr19.11138440.11138646	chr19	11138440	11138646	0	0
SMARCA4.chr19.11141386.11141589	chr19	11141386	11141589	0	0
SMARCA4.chr19.11143946.11144213	chr19	11143946	11144213	0	0
SMARCA4.chr19.11144423.11144561	chr19	11144423	11144561	0	0
SMARCA4.chr19.11144779.11144896	chr19	11144779	11144896	0	0
SMARCA4.chr19.11145570.11145828	chr19	11145570	11145828	0	0
SMARCA4.chr19.11150114.11150249	chr19	11150114	11150249	0	0
SMARCA4.chr19.11151954.11152256	chr19	11151954	11152256	0	0
SMARCA4.chr19.11168911.11169059	chr19	11168911	11169059	0	0
SMARCA4.chr19.11169444.11169585	chr19	11169444	11169585	0	0
SMARCA4.chr19.11170409.11170581	chr19	11170409	11170581	0	0
SMARCA4.chr19.11170701.11170883	chr19	11170701	11170883	0	0
SMARCA4.chr19.11172440.11172512	chr19	11172440	11172512	0	0
CEBPA.chr19.33792227.33793340	chr19	33792227	33793340	0	0
ERCC2.chr19.45854870.45854999	chr19	45854870	45854999	0	0
ERCC2.chr19.45855447.45855630	chr19	45855447	45855630	0	0
ERCC2.chr19.45855744.45855927	chr19	45855744	45855927	0	0
ERCC2.chr19.45855984.45856094	chr19	45855984	45856094	0	0
ERCC2.chr19.45856321.45856433	chr19	45856321	45856433	0	0
ERCC2.chr19.45856480.45856612	chr19	45856480	45856612	0	0
ERCC2.chr19.45857968.45858129	chr19	45857968	45858129	0	0
ERCC2.chr19.45858903.45859006	chr19	45858903	45859006	0	0
ERCC2.chr19.45860508.45860649	chr19	45860508	45860649	0	0
ERCC2.chr19.45860712.45860821	chr19	45860712	45860821	0	0
ERCC2.chr19.45860868.45860977	chr19	45860868	45860977	0	0
ERCC2.chr19.45862101.45862190	chr19	45862101	45862190	0	0
ERCC2.chr19.45864762.45864920	chr19	45864762	45864920	0	0
ERCC2.chr19.45866981.45867189	chr19	45866981	45867189	0	0
ERCC2.chr19.45867224.45867397	chr19	45867224	45867397	0	0
ERCC2.chr19.45867473.45867609	chr19	45867473	45867609	0	0
ERCC2.chr19.45867662.45867825	chr19	45867662	45867825	0	0
ERCC2.chr19.45868076.45868232	chr19	45868076	45868232	0	0
ERCC2.chr19.45868280.45868436	chr19	45868280	45868436	0	0
ERCC2.chr19.45871868.45872021	chr19	45871868	45872021	0	0
ERCC2.chr19.45872168.45872270	chr19	45872168	45872270	0	0
ERCC2.chr19.45872308.45872425	chr19	45872308	45872425	0	0
ERCC2.chr19.45873371.45873510	chr19	45873371	45873510	0	0
ERCC2.chr19.45873774.45873818	chr19	45873774	45873818	0	0
ERCC1.chr19.45912916.45913003	chr19	45912916	45913003	0	0
ERCC1.chr19.45916789.45917023	chr19	45916789	45917023	0	0
ERCC1.chr19.45917201.45917312	chr19	45917201	45917312	0	0
ERCC1.chr19.45918099.45918238	chr19	45918099	45918238	0	0
ERCC1.chr19.45920059.45920175	chr19	45920059	45920175	0	0
ERCC1.chr19.45922336.45922475	chr19	45922336	45922475	0	0
ERCC1.chr19.45923562.45923705	chr19	45923562	45923705	0	0
ERCC1.chr19.45924416.45924671	chr19	45924416	45924671	0	0
ERCC1.chr19.45926508.45926652	chr19	45926508	45926652	0	0
POLD1.chr19.50902089.50902330	chr19	50902089	50902330	0	0
POLD1.chr19.50902608.50902761	chr19	50902608	50902761	0	0
POLD1.chr19.50905015.50905201	chr19	50905015	50905201	0	0
POLD1.chr19.50905236.50905401	chr19	50905236	50905401	0	0
POLD1.chr19.50905442.50905650	chr19	50905442	50905650	0	0
POLD1.chr19.50905691.50905812	chr19	50905691	50905812	0	0
POLD1.chr19.50905849.50906018	chr19	50905849	50906018	0	0
POLD1.chr19.50906290.50906496	chr19	50906290	50906496	0	0
POLD1.chr19.50906730.50906874	chr19	50906730	50906874	0	0
